sku,howToUse,whenToUse,whyThisProduct
74391,"1. Seyreltme: 1:3 oranında (1 kısım ürün + 3 kısım su) seyreltin.
2. Dereceli şişeye doldurun ve püskürtücü takın.
3. Yüzeyden 20 cm uzaktan eşit şekilde püskürtün.
4. Mikrofiber bez ile eşit şekilde yayın.
5. Fazla ürünü silin.","Ön paneller, trimler, kaplamalar, lastikler, tamponlar, çamurluklar, çıtalar, kauçuk ve deri parçalar gibi iç ve dış plastik parçaları temizlemek ve korumak için kullanılır. Endüstriyel ve yoğun atölye kullanımı için ideal.","• 25 lt endüstriyel boyut - yoğun atölye/filo kullanımı için
• Konsantre - 1:3 seyreltme ile 100 lt kullanıma hazır ürün
• Antistatik bariyer - toz tutulumunu geciktirir
• UV koruma - güneşe maruz yüzeylerde solmayı önler
• Vanilya aroması"
SGGD188-02,"1. Ürünü pede damlatın veya yüzeye püskürtün.
2. Dairesel hareketlerle yüzeye yayın.
3. Eşit tabaka oluşturun.","Wax, sealant ve koruma ürünlerinin el ile uygulanması için kullanılır.","• 105mm yuvarlak tasarım
• Kolay kavrama
• Ekonomik"
3229,"1. Nano koruma ürününü aplikatöre damlatın.
2. İnce ve eşit tabaka halinde yüzeye yayın.
3. Fazla ürün kullanmayın.","Nano seramik kaplamalar, sealant ve ince koruma tabakası uygulamalarında kullanılır.","• Peluş yumuşak doku
• Eşit yayılım sağlar
• 2'li ekonomik paket"
3224M,"1. Aplikatörü parmağınıza geçirin.
2. Ürünü aplikatöre damlatın.
3. Hassas bölgelere kontrollü uygulama yapın.","Dar alanlar, köşeler ve hassas bölgelerde koruma ürünü uygulaması için kullanılır.","• Parmağa geçmeli tasarım
• Hassas kontrol
• 6'lı ekonomik paket"
3235,"1. İhtiyaca göre uygun tarafı seçin.
2. Ürünü uygulayın.
3. Her iki taraf kirlenince değiştirin.","Wax, sealant ve koruma ürünlerinin uygulanmasında kullanılır. Çift taraf ile daha uzun kullanım.","• Çift taraflı kullanım
• Ekonomik
• 2'li paket"
ACC-SPG-2,"1. Lastik parlatıcıyı süngere damlatın.
2. Lastik yan yüzeyine eşit şekilde sürün.
3. Kurumaya bırakın.","Lastik parlatıcı, lastik jeli ve koruyucu ürünlerin uygulanmasında kullanılır.","• Elips tasarım - kavraması kolay
• Lastik konturu ile uyumlu
• Ekonomik"
SGGD190,"1. Süngeri suyla ıslatın.
2. Hafif basınçla lekeyi ovalayın.
3. Silinerek temizlenir, kimyasal gerekmez.","Plastik, deri ve vinil yüzeylerde inatçı lekelerin kimyasalsız temizliği için kullanılır.","• Kimyasalsız temizlik
• İnatçı lekeleri çıkarır
• Melamin teknolojisi"
SGGD296,"1. Lastik parlatıcıyı aparata uygulayın.
2. Lastik yan yüzeyine sürün.
3. Eşit kaplama sağlayın.",Lastik parlatıcı ve jel uygulamalarında profesyonel sonuç için kullanılır.,"• PRO serisi - profesyonel kalite
• Ergonomik tasarım
• Eşit uygulama"
11075-RE,"1. Ürünü aplikatöre uygulayın.
2. Yüzeye eşit şekilde yayın.
3. Gerekirse farklı ürünlerle kullanın.","Wax, sealant, koruma ürünleri ve iç mekan bakım ürünlerinin uygulanmasında kullanılır.","• Çok amaçlı kullanım
• Ergonomik tasarım
• Kırmızı renk - kolay takip"
Q2M-CA10P,"1. Yüzeye bağlı olarak uygun aplikatör boyutunu seçin.
2. Seramik kaplamayı doğrudan aplikatörün süet veya kısa hav tarafına damlatın.
3. Çapraz hareketlerle ince ve eşit bir tabaka halinde yüzeye yayın.
4. Aplikatörün doygunluğunu takip edin ve gerektiğinde yenisiyle değiştirin.
5. Ürün talimatına göre 3-5 dakika (veya belirtilen süre) bekleyin ve temiz bir mikrofiber bezle silin.
6. Kullanılan kaplamaya göre aplikatörü atın veya temizleyin.",Profesyonel atölyeler için ekonomik 10'lu paket. GYEON seramik kaplamalar için ideal.,"• 10'lu profesyonel paket
• Ekonomik toplu alım
• Çift taraflı tasarım
• GYEON seramik kaplamalar için"
Q2M-CAP10P,"1. Yüzeye bağlı olarak uygun aplikatör boyutunu seçin.
2. Kaplama ürününü doğrudan aplikatörün süet veya kısa hav tarafına damlatın.
3. Üst üste binen hareketlerle ince ve eşit bir tabaka halinde yüzeye yayın.
4. Aplikatörün doygunluğunu takip edin ve gerektiğinde yenisiyle değiştirin.
5. Kaplama talimatlarına göre bekleyin ve temiz mikrofiberle silin.
6. Kullanılan kaplamaya göre aplikatörü atın veya temizleyin.","Hafif seramik kaplamalar, sealant ve koruma ürünlerinin uygulanmasında kullanılır. Light versiyon daha ince uygulama sağlar.","• Light versiyon - ince uygulama
• 10'lu profesyonel paket
• Çift taraflı tasarım
• Sealant ve hafif kaplamalar için"
Q2M-MFAE,"1. Parmağınızı aplikatör cebine sokun.
2. Ürünü mikrofiber yüzeye uygulayın.
3. Hassas bölgelere kontrollü uygulama yapın.","Sealant, wax ve koruma ürünlerinin hassas bölgelere uygulanmasında kullanılır. Mikrofiber yüzey eşit dağılım sağlar.","• Parmak tip tasarım - hassas kontrol
• Mikrofiber yüzey - eşit dağılım
• EVO gelişmiş versiyon"
Q2M-TA2P,"1. Lastik profiline uygun aplikatör boyutunu seçin.
2. Lastik parlatıcıyı doğrudan süngerin köpük yüzeyine damlatın.
3. Lastik yan duvarına eşit şekilde yayın; homojen kapsama için kontrollü basınç uygulayın.
4. Ürünü kurumaya bırakın veya fazlasını mikrofiberle silin.
5. Kullanımdan sonra aplikatörü durulayın; gerekirse yenisiyle değiştirin.","Lastik parlatıcı, jel ve koruyucu ürünlerin uygulanmasında kullanılır.","• GYEON lastik ürünleri ile uyumlu
• Ergonomik blok tasarım
• 2'li paket"
Q2M-SPE,"1. Temizleyici püskürtün.
2. Scrubpad ile dairesel hareketlerle ovalayın.
3. Kirli köpüğü mikrofiber ile toplayın.
4. Gerekirse tekrarlayın.",Deri koltuklar ve plastik yüzeylerde derin temizlik için kullanılır. LeatherCleaner ile birlikte idealdir.,"• EVO gelişmiş versiyon
• Deri ve plastikte güvenli
• Derin temizlik gücü
• Ergonomik tasarım"
SGGD004,"1. Süngeri bol su ve şampuan ile ıslatın.
2. Aracınızı üstten aşağıya doğru yıkamaya başlayın.
3. Kirli bölgelerde süngeri sık sık durulayın.
4. Kullanım sırasında bezleri sık sık kontrol edin - kir birikimini önleyin.
5. Yıkama sonrası süngeri temiz suyla durulayıp serin yerde kurutun.",Araç dış yüzeylerinin köpüklü yıkaması için kullanın. Geniş yüzeyi sayesinde hızlı ve verimli temizlik sağlar.,"• Yüksek su ve şampuan emici özellik
• Çizmeden güvenli temizlik
• Dayanıklı poliüretan köpük yapısı
• Geniş yüzey - hızlı temizlik
• Ergonomik tutma kolaylığı"
Q2M-BL,"1. Jantı ıslatın ve jant temizleyici püskürtün.
2. Fırçayı jant iç kısmına sokun.
3. Yukarı-aşağı ve döndürme hareketi yapın.
4. Dar alanlara ulaşmak için fırçayı esnetin.
5. Bol suyla durulayın.","Büyük jantlar (20 inch+) ve derin jant iç kısımlarının temizliği için kullanılır. SUV, pickup ve lüks araç jantları için ideal.","• 46 cm büyük boy - 20+ inch jantlar için ideal
• Derin jant içlerine ulaşır
• Mikrofiber malzeme - çizmez, güvenli
• Esnek yapı - dar alanlara ulaşır"
Q2M-LB,"1. Deri temizleyici püskürtün (yüzeye veya fırçaya).
2. Dairesel hareketlerle deriyi fırçalayın.
3. Köpürterek dikiş aralarına girin.
4. Mikrofiber ile köpüğü ve kiri alın.
5. Gerekirse tekrarlayın.","Deri koltuk, direksiyon ve kapı panellerinde derin temizlik için kullanılır. Dikiş araları ve gözeneklerdeki kiri etkili şekilde söker.","• Doğal at kılı - deriye zarar vermez
• Ergonomik ahşap sap - ıslakken bile iyi kavrama
• Yuvarlak kenarlar - deride iz bırakmaz
• Tüm deri türlerinde güvenli"
Q2M-TB,"1. Lastik temizleyici püskürtün.
2. Fırça ile dairesel hareketlerle ovalayın.
3. Diş aralarına ve kenar boşluklarına dikkat edin.
4. Bol suyla durulayın.
5. Kurulama sonrası lastik parlatıcı uygulayın.","Lastik yan yüzeylerinde, davlumbazlarda ve araç paspaslarında sert kir ve eski lastik bakım ürünü kalıntılarını temizlemek için kullanılır.","• Sert sentetik kıllar - güçlü temizlik gücü
• Kimyasal dayanımlı - lastik temizleyicilerle güvenli
• Ergonomik sap - kaymaz kavrama
• Kavisli kenarlar - yüzeye zarar vermez"
SGGD421,"1. Temizlenecek yüzeye uygun sertlikte fırçayı seçin.
2. Temizleyici püskürtün.
3. Fırça ile dairesel veya ileri-geri hareketlerle temizleyin.
4. Mikrofiber ile silin veya suyla durulayın.","Araç iç ve dış detay temizliğinde süngerlerin ulaşamadığı dar alanlar, havalandırma ızgaraları, dikiş araları ve girintili yüzeyler için kullanılır.","• 3 farklı sertlik - her yüzey için uygun fırça
• 220 mm uzunluk - dar alanlara kolay erişim
• Ergonomik PP sap
• İç ve dış detay için komple set"
SGGD049,"1. Jantı ıslatın ve jant temizleyici püskürtün.
2. Esnek fırçayı dar alanlara sokun.
3. Yumuşak kıllarla güvenli temizlik yapın.
4. Bol suyla durulayın.",Jant detay temizliğinde dar ve ulaşılması zor bölgeler için kullanılır. Yumuşak kılları sayesinde hassas jant yüzeylerinde güvenle uygulanır.,"• Esnek tasarım - dar noktalara kolayca ulaşır
• Yumuşak kıllar - çizik oluşturmaz
• Ergonomik sap - uzun kullanımda konfor
• Dayanıklı yapı - uzun ömürlü"
SGGD294,"1. Temizleyici püskürtün.
2. Fırça ile sert şekilde ovalayın.
3. Oluklar ve girintilere girin.
4. Bol suyla durulayın.
5. Bakım: Kullanım sonrası ılık suyla yıkayın.","Lastik yan yüzeylerinde, zemin paspaslarında ve halılarda sert kir temizliği için kullanılır. Tüm oluklara girerek derin temizlik sağlar.","• Sert naylon kıllar - güçlü kir sökme
• 25x0.4 mm kıl uzunluğu - derin oluklara erişim
• Ergonomik sap - rahat kavrama
• Dayanıklı yapı - uzun ömür"
Q2M-BPYA1000M,"1. Çift Kova Yöntemi: 12 L suya 15-20 ml Bathe+ karıştırın, yıkama eldiveniyle panel panel temizlik yapın.
2. Köpük Lance: 1:10 oranında seyreltip araca köpük halinde püskürtün, 2 dk bekletin.
3. Son Dokunuş (Top-Up): Araç temiz ve ıslakken eldivene 1 pompa sıkın, boyaya yayarak ek hidrofobi katmanı oluşturun.
4. Durulama: Kurumadan bol suyla durulayın, SilkDryer ile kurulayın.","Seramik kaplama tazeleme, hidrofobi güçlendirme, kış bakımında çamur ve tuzun tutunmasını azaltma için kullanılır.","• Dünyanın ilk SiO² seramik içerikli pH nötr şampuanı
• %5 SiO² ile 8 haftaya kadar hidrofobi koruma
• Yıkama sırasında koruma katmanı bırakır
• Kurutma süresini kısaltır, su boncuklanması sağlar"
Q2M-PPFW500M,"1. Ön Hazırlık: Aracı soğuk yüzeyde durulayın.
2. Seyreltme: 20-30 ml şampuanı 10-15 L ılık suya ekleyin (1:500).
3. Köpük Uygulaması: 30 ml ürünü 500 ml suyla köpük tabancasına karıştırın, 2 dk bekletin.
4. Yıkama: Smoothie veya WashPad ile panel panel yıkayın.
5. Durulama: Kurumadan basınçlı suyla iyice durulayın.
6. Kurulama: SilkDryer ile lekesiz kurulayın.","PPF ve vinil kaplı araçlarda demir tozu birikiminin giderilmesi, folyonun hidrofobisinin yenilenmesi ve düzenli bakım için kullanılır.","• 3'ü 1 arada: Temizlik + dekontaminasyon + hidrofobi yenileme
• Kil gerektirmeden demir tozu çözme
• Folio ömrünü uzatır, parlaklığı geri kazandırır
• Ekonomik konsantre - 500 ml ile 16-25 yıkama"
Q2M-RWYA1000M,"1. Hazırlık: Aracı gölgede durulayın, yüzeyi soğutun.
2. Seyreltme: Kova için 20-30 ml; köpük tabancası için 30 ml ürünü 500 ml suyla karıştırın.
3. Uygulama: Köpüğü/şampuanı yüzeye bolca yayın.
4. Bekleme: 2 dakika çalışmasına izin verin; kurumasına müsaade etmeyin.
5. Fırçalama: Yumuşak eldivenle düz hatlarda yıkayın.
6. Durulama: Basınçlı suyla iyice durulayın, SilkDryer ile kurulayın.","Seramik/grafen kaplama yenileme, PPF ve vinil bakımında kalıntı giderme, demir tozu temizliği, kaplamanın orijinal hidrofobisini geri getirmek için kullanılır.","• pH 6 asidik formül alkali kalıntıları nötralize eder
• Demir + balata tozunu çözerek derin arındırma
• Kaplamayı soymadan performansı geri getirir
• Temizlik + dekontaminasyon tek adımda"
Q2M-EW1000M,"1. Susuz Yıkama: 1:10-1:15 seyreltme, paneli bolca ıslatın, 30 sn bekletin, plush mikrofiber ile düz hatlar çizerek silin.
2. Durulamasız Yıkama: 12 L su + 50-80 ml ürün, WashPad veya 6-8 adet mikrofiberi solüsyona daldırın, panel panel temizleyin.
3. Kurutma Yardımcısı: 1:20 seyreltme, ıslak panele 2-3 fıs, SilkDryer ile kaydırarak kurulayın.","Su kısıtlamalı bölgelerde (apartman otoparkı, garaj, etkinlik alanı), seramik kaplama bakımında parlaklık takviyesi, show & shine etkinliklerinde hızlı toz alma için kullanılır.","• 3-in-1: Susuz yıkama, durulamasız yıkama, kurutma yardımcısı
• SiO² aşılı parlaklık ve su iticilik
• Sıfır akıntı, çevre dostu
• 1 L konsantreyle 250 L hazır çözelti (rinseless)"
700507,"1. Köpük Tabancası: 1:9 - 1:12 oranında seyreltin (100-75 ml ürün + 900-925 ml su).
2. Alt kısımdan başlayarak tüm araca uygulayın.
3. Yukarıdan aşağıya bol suyla durulayın.
4. Tüm renk kalıntıları gidene kadar durulama yapın.","Görsel takip gerektiren profesyonel yıkamalarda, renkli köpükle etkili temizlik istenen durumlarda, kaplama uygulanmış araçların bakımında kullanılır.","• Mavi aktif köpük etkisi - kalan kirleri gözle görünür kılar
• Enzim katkılı derin organik temizlik
• pH 6.00 kaplama dostu formül
• Çiçek bahçesi kokusu"
79286,"1. Standart Yıkama: 10-20 ml ürün, 1 L su (1:50 - 1:80) ile kova yöntemi.
2. Köpük Tabancası: 1:3 oranında (250 ml ürün + 750 ml su) yoğun köpük.
3. Kaplama Bakımı: 7-10 ml ürün, 1 L su (1:80 - 1:150) hafif seyreltme.
4. Maksimum Koruma: Nemli eldivene birkaç damla damlatarak ıslak araca yayın, hemen durulayın.
5. Tam Aktivasyon: 7 saat sonra maksimum etki.","Seramik ve nano kaplama bakımında, koruyucu katman oluşturmada, su iticilik ve parlaklık etkisi istenen yıkamalarda kullanılır.","• Dünyanın ilk SiO² + enzim bazlı nötr pH şampuanı
• 3'ü 1 arada: Yıkar, mühürler, hidrofobik etki bırakır
• 4 aya kadar su itici koruma
• UV ve yol kirlerine karşı alkali kalkan"
79290,"1. Bakım Temizliği: 20 ml ürünü 1 L su ile (1:50) seyreltin, aracın tamamına püskürtün.
2. Dekontaminasyon: Saf veya 1:5 oranında (200 ml + 800 ml su) panel bazında uygulayın.
3. Köpük Tabancası: Saf veya 1:3 oranında (250 ml + 750 ml su) köpük olarak uygulayın.
4. Bekleme: 1-3 dakika bekletin, bekletmeden durulayın.
5. Durulama: Basınçlı suyla iyice durulayın.","Su lekeleri ve kireç kalıntılarının giderilmesinde, asit yağmuru sonrası temizlikte, nano kaplama öncesi yüzey hazırlığında, seramik kaplamaların yenilenmesinde kullanılır.","• pH 3 asidik güç ile kireç ve mineral kalıntılarını eritir
• 2'si 1 arada: Bakım şampuanı + dekontaminasyon ürünü
• Kaplama uyumlu - koruyucu katmanları aktive eder
• Çok yüzeyli kullanım - cam, metal, plastik"
71490,"1. Köpük Uygulaması: Aracın altından başlayarak ürünü yatay şeritler halinde püskürtün, yavaşça yukarı çıkın.
2. Seyreltme: Foam lance için 1:2 - 1:12, basınçlı pompa için 1:25 - 1:50.
3. Bekleme: Köpüğün kirleri çözmesi için 1-2 dk bekleyin (kurumasına izin vermeyin).
4. Durulama: Üstten aşağı yüksek basınçlı suyla, yatay hareketle durulayın.","Self-servis veya tünel yıkama istasyonlarında, ağır kirli filo araçlarında, temassız ön yıkama ihtiyacında, fuar öncesi snow foam efekti için kullanılır.","• Kalın kar köpüğü yüzeye yapışır, maksimum temas süresi sağlar
• Fosfat, sodyum hidroksit ve NTA içermez
• Cilalı efekt ve çiçek aroması
• Kaplama dostu - seramik ve wax'lere zarar vermez"
701003,"1. Gerekirse ön yıkama uygulayın.
2. 1 litre suya karşılık 20-30 ml Bersolwax ekleyin.
3. Çözeltiyi karıştırarak homojen hale getirin.
4. Sünger veya eldiven ile araca yukarıdan aşağı uygulayın.
5. Bol suyla durulayın.","Wash & wax etkisi istenen yıkamalarda, koruyucu kaplama tazeleme için, kurulama süresini kısaltmak ve su iticilik sağlamak için kullanılır.","• SiO² (seramik) içerikli 3'ü 1 arada: Yıkar, cilalar, korur
• Hidrofobik sonuç - kuruma süresini azaltır
• EDTA ve NTA içermez, çevre dostu
• Konsantre - 1 L ile 50 L çözelti"
71180,"1. Dosatron: %0.8-2 oranında kullanın.
2. Sprey Ön Yıkama: 1:40 - 1:60 (arabalar), 1:25 - 1:50 (kamyonlar).
3. Nebulizatör: 1:10 oranında.
4. Köpük Tabancası: Saftan 1:3'e kadar (250 ml - saf).
5. Durulama: Aracın yüzeylerindeki renk tamamen çıkana kadar durulayın.","Görsel takip gerektiren profesyonel ön yıkamalarda, renkli köpük efekti istenen durumlarda, self-servis yıkama sistemlerinde kullanılır.","• Fuşya renkli köpük ile görsel takip kolaylığı
• Antistatik etki - toz tutulumunu azaltır
• Parlaklık etkisi
• Boyaya zarar vermez, renk kalıntısı bırakmaz"
73575,"1. Manuel Uygulama: Kaporta için 1:50 (%2), jantlar için 1:10 (%9) seyreltme.
2. Self-servis Sistemler: Araç başı 80-160 ml kullanın.
3. Aracın tamamına uygulayın, 1-2 dk bekletin.
4. Yüksek basınçlı suyla iyice durulayın.","Otomobil, kamyon ve endüstriyel taşıtların yoğun kirli dış yüzeylerinin temizliğinde, yağ ve gres birikimlerinin giderilmesinde kullanılır.","• Yüksek köpüklü konsantre formül
• Çift katmanlı etki - yüzeyde köpük bariyeri oluşturur
• Yağ ve gres tabakalarını hızla çözer
• 1:80 konsantre - ekonomik kullanım"
